action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,parent_molecule_chembl_id,molecule_chembl_id_molecule_table,atc_classifications,pref_name_molecule,canonical_smiles,standard_inchi,standard_inchi_key,parent_chembl_id,oral,parenteral,organism,target_type,pref_name_target,accession,component_id,protein_classifications,level_1,level_2,level_3,level_4,level_5,InChi_nostereo
AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,CHEMBL3358920,CHEMBL4333,CHEMBL3358920,CHEMBL3358920,[],ETRASIMOD,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,"InChI=1S/C26H26F3NO3/c27-26(28,29)22-11-15(5-8-19(22)16-3-1-2-4-16)14-33-18-7-10-23-21(13-18)20-9-6-17(12-24(31)32)25(20)30-23/h5,7-8,10-11,13,16-17,30H,1-4,6,9,12,14H2,(H,31,32)/t17-/m1/s1",MVGWUTBTXDYMND-QGZVFWFLSA-N,CHEMBL3358920,True,False,Homo sapiens,SINGLE PROTEIN,Sphingosine 1-phosphate receptor Edg-1,P21453,[2651],[549],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Lipid-like ligand receptor (family A GPCR)'],['EDG receptor'],"InChI=1S/C26H26F3NO3/c27-26(28,29)22-11-15(5-8-19(22)16-3-1-2-4-16)14-33-18-7-10-23-21(13-18)20-9-6-17(12-24(31)32)25(20)30-23/h5,7-8,10-11,13,16-17,30H,1-4,6,9,12,14H2,(H,31,32)"
ANTAGONIST,Adenosine A2a receptor antagonist,CHEMBL431770,CHEMBL251,CHEMBL431770,CHEMBL431770,['N04CX01'],ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,"InChI=1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3/b11-9+",IQVRBWUUXZMOPW-PKNBQFBNSA-N,CHEMBL431770,True,False,Homo sapiens,SINGLE PROTEIN,Adenosine A2a receptor,P29274,[326],[563],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Nucleotide-like receptor (family A GPCR)'],['Adenosine receptor'],"InChI=1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3"
ANTAGONIST,Alpha-1a adrenergic receptor antagonist,CHEMBL24778,CHEMBL229,CHEMBL24778,CHEMBL24778,['G04CA04'],SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,"InChI=1S/C25H32F3N3O4/c1-17(30-8-12-34-21-5-2-3-6-22(21)35-16-25(26,27)28)13-18-14-19-7-10-31(9-4-11-32)23(19)20(15-18)24(29)33/h2-3,5-6,14-15,17,30,32H,4,7-13,16H2,1H3,(H2,29,33)/t17-/m1/s1",PNCPYILNMDWPEY-QGZVFWFLSA-N,CHEMBL24778,True,False,Homo sapiens,SINGLE PROTEIN,Alpha-1a adrenergic receptor,P35348,[146],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C25H32F3N3O4/c1-17(30-8-12-34-21-5-2-3-6-22(21)35-16-25(26,27)28)13-18-14-19-7-10-31(9-4-11-32)23(19)20(15-18)24(29)33/h2-3,5-6,14-15,17,30,32H,4,7-13,16H2,1H3,(H2,29,33)"
ANTAGONIST,Androgen Receptor antagonist,CHEMBL1082407,CHEMBL1871,CHEMBL1082407,CHEMBL1082407,['L02BB04'],ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL1082407,True,False,Homo sapiens,SINGLE PROTEIN,Androgen Receptor,P10275,[187],[378],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 4'],"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)"
ANTAGONIST,Androgen Receptor antagonist,CHEMBL1274,CHEMBL1871,CHEMBL1274,CHEMBL1274,['L02BB02'],NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)",XWXYUMMDTVBTOU-UHFFFAOYSA-N,CHEMBL1274,True,False,Homo sapiens,SINGLE PROTEIN,Androgen Receptor,P10275,[187],[378],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 4'],"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)"
ANTAGONIST,Androgen Receptor antagonist,CHEMBL3183409,CHEMBL1871,CHEMBL3183409,CHEMBL3183409,['L02BB05'],APALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)",HJBWBFZLDZWPHF-UHFFFAOYSA-N,CHEMBL3183409,True,False,Homo sapiens,SINGLE PROTEIN,Androgen Receptor,P10275,[187],[378],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 4'],"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)"
ANTAGONIST,Androgen Receptor antagonist,CHEMBL409,CHEMBL1871,CHEMBL409,CHEMBL409,['L02BB03'],BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)",LKJPYSCBVHEWIU-UHFFFAOYSA-N,CHEMBL409,True,False,Homo sapiens,SINGLE PROTEIN,Androgen Receptor,P10275,[187],[378],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 4'],"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)"
ANTAGONIST,Androgen Receptor antagonist,CHEMBL4297185,CHEMBL1871,CHEMBL4297185,CHEMBL4297185,['L02BB06'],DAROLUTAMIDE,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,"InChI=1S/C19H19ClN6O2/c1-11(22-19(28)18-8-17(12(2)27)23-24-18)10-26-6-5-16(25-26)13-3-4-14(9-21)15(20)7-13/h3-8,11-12,27H,10H2,1-2H3,(H,22,28)(H,23,24)/t11-,12?/m0/s1",BLIJXOOIHRSQRB-PXYINDEMSA-N,CHEMBL4297185,True,False,Homo sapiens,SINGLE PROTEIN,Androgen Receptor,P10275,[187],[378],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 4'],"InChI=1S/C19H19ClN6O2/c1-11(22-19(28)18-8-17(12(2)27)23-24-18)10-26-6-5-16(25-26)13-3-4-14(9-21)15(20)7-13/h3-8,11-12,27H,10H2,1-2H3,(H,22,28)(H,23,24)"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1200745,CHEMBL213,CHEMBL546,CHEMBL546,['C07AA02'],OXPRENOLOL,C=CCOc1ccccc1OCC(O)CNC(C)C,"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3",CEMAWMOMDPGJMB-UHFFFAOYSA-N,CHEMBL546,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1200813,CHEMBL213,CHEMBL642,CHEMBL642,['C07AB04'],ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,"InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)",GOEMGAFJFRBGGG-UHFFFAOYSA-N,CHEMBL642,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1200870,CHEMBL213,CHEMBL499,CHEMBL499,"['C07AA06', 'S01ED51', 'S01ED01']",TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3/t10-/m0/s1",BLJRIMJGRPQVNF-JTQLQIEISA-N,CHEMBL499,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1201063,CHEMBL213,CHEMBL631,CHEMBL631,['C01BC03'],PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3",JWHAUXFOSRPERK-UHFFFAOYSA-N,CHEMBL631,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL213,CHEMBL434394,CHEMBL434394,['C07AB12'],NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,"InChI=1S/C22H25F2NO4/c23-15-3-7-19-13(9-15)1-5-21(28-19)17(26)11-25-12-18(27)22-6-2-14-10-16(24)4-8-20(14)29-22/h3-4,7-10,17-18,21-22,25-27H,1-2,5-6,11-12H2",KOHIRBRYDXPAMZ-UHFFFAOYSA-N,CHEMBL434394,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C22H25F2NO4/c23-15-3-7-19-13(9-15)1-5-21(28-19)17(26)11-25-12-18(27)22-6-2-14-10-16(24)4-8-20(14)29-22/h3-4,7-10,17-18,21-22,25-27H,1-2,5-6,11-12H2"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1472989,CHEMBL213,CHEMBL645,CHEMBL645,['C07AB07'],BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,"InChI=1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3",VHYCDWMUTMEGQY-UHFFFAOYSA-N,CHEMBL645,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1671,CHEMBL213,CHEMBL27,CHEMBL27,['C07AA05'],PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,CHEMBL27,True,True,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1691,CHEMBL213,CHEMBL423,CHEMBL423,"['S01ED52', 'C07AB05', 'S01ED02']",BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3",NWIUTZDMDHAVTP-UHFFFAOYSA-N,CHEMBL423,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1700,CHEMBL213,CHEMBL471,CHEMBL471,['C07AA07'],SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,"InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3",ZBMZVLHSJCTVON-UHFFFAOYSA-N,CHEMBL471,True,True,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL24,CHEMBL213,CHEMBL24,CHEMBL24,['C07AB03'],ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N,CHEMBL24,True,True,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL3989566,CHEMBL213,CHEMBL13,CHEMBL13,['C07AB02'],METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N,CHEMBL13,True,True,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3"
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL521606,CHEMBL213,CHEMBL521606,CHEMBL521606,['C07AA12'],NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,"InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3",VWPOSFSPZNDTMJ-UHFFFAOYSA-N,CHEMBL521606,True,False,Homo sapiens,SINGLE PROTEIN,Beta-1 adrenergic receptor,P08588,[185],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1200745,CHEMBL210,CHEMBL546,CHEMBL546,['C07AA02'],OXPRENOLOL,C=CCOc1ccccc1OCC(O)CNC(C)C,"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3",CEMAWMOMDPGJMB-UHFFFAOYSA-N,CHEMBL546,True,False,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1200870,CHEMBL210,CHEMBL499,CHEMBL499,"['C07AA06', 'S01ED51', 'S01ED01']",TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3/t10-/m0/s1",BLJRIMJGRPQVNF-JTQLQIEISA-N,CHEMBL499,True,False,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201063,CHEMBL210,CHEMBL631,CHEMBL631,['C01BC03'],PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3",JWHAUXFOSRPERK-UHFFFAOYSA-N,CHEMBL631,True,False,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL210,CHEMBL434394,CHEMBL434394,['C07AB12'],NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,"InChI=1S/C22H25F2NO4/c23-15-3-7-19-13(9-15)1-5-21(28-19)17(26)11-25-12-18(27)22-6-2-14-10-16(24)4-8-20(14)29-22/h3-4,7-10,17-18,21-22,25-27H,1-2,5-6,11-12H2",KOHIRBRYDXPAMZ-UHFFFAOYSA-N,CHEMBL434394,True,False,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C22H25F2NO4/c23-15-3-7-19-13(9-15)1-5-21(28-19)17(26)11-25-12-18(27)22-6-2-14-10-16(24)4-8-20(14)29-22/h3-4,7-10,17-18,21-22,25-27H,1-2,5-6,11-12H2"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1671,CHEMBL210,CHEMBL27,CHEMBL27,['C07AA05'],PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,CHEMBL27,True,True,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1700,CHEMBL210,CHEMBL471,CHEMBL471,['C07AA07'],SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,"InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3",ZBMZVLHSJCTVON-UHFFFAOYSA-N,CHEMBL471,True,True,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3"
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL521606,CHEMBL210,CHEMBL521606,CHEMBL521606,['C07AA12'],NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,"InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3",VWPOSFSPZNDTMJ-UHFFFAOYSA-N,CHEMBL521606,True,False,Homo sapiens,SINGLE PROTEIN,Beta-2 adrenergic receptor,P07550,[213],[544],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Adrenergic receptor'],"InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3"
ANTAGONIST,C-C chemokine receptor type 5 antagonist,CHEMBL1201187,CHEMBL274,CHEMBL1201187,CHEMBL1201187,['J05AX09'],MARAVIROC,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,"InChI=1S/C29H41F2N5O/c1-19(2)27-34-33-20(3)36(27)25-17-23-9-10-24(18-25)35(23)16-13-26(21-7-5-4-6-8-21)32-28(37)22-11-14-29(30,31)15-12-22/h4-8,19,22-26H,9-18H2,1-3H3,(H,32,37)/t23-,24+,25-,26-/m0/s1",GSNHKUDZZFZSJB-QYOOZWMWSA-N,CHEMBL1201187,True,False,Homo sapiens,SINGLE PROTEIN,C-C chemokine receptor type 5,P51681,[256],[547],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Chemokine receptor'],['CC chemokine receptor'],"InChI=1S/C29H41F2N5O/c1-19(2)27-34-33-20(3)36(27)25-17-23-9-10-24(18-25)35(23)16-13-26(21-7-5-4-6-8-21)32-28(37)22-11-14-29(30,31)15-12-22/h4-8,19,22-26H,9-18H2,1-3H3,(H,32,37)"
